movie_title,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
The Walk,10137502,2509,1560299,2015/10/9,6.3,116,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Inherent Vice,8110975,653,328184,2015/01/9,6.0,148,20000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blackhat,8005980,2568,3901815,2015/01/16,4.7,133,70000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trumbo,7857741,660,74177,2015/11/27,7.2,96,15000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortdecai,7696134,2648,4200586,2015/01/23,4.2,106,60000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
While We're Young,7587485,762,227688,2015/04/17,5.7,97,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Green Inferno,7192291,1543,3520626,2015/09/25,4.9,103,1000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Our Brand Is Crisis,7002261,2202,3238433,2015/10/30,6.8,87,28000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Me and Earl and the Dying Girl,6758416,870,196496,2015/07/3,7.1,105,8000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Little Boy,6485961,1045,2750356,2015/04/24,6.3,100,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Victor Frankenstein,5775076,2797,2469341,2015/11/25,4.7,109,40000000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
A Most Violent Year,5749134,818,172788,2015/01/30,6.6,124,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Danny Collins,5637066,739,72459,2015/04/10,6.1,106,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90 Minutes in Heaven,4842699,899,2035273,2015/09/11,3.8,121,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scouts Guide to the Zombie Apocalypse,3703046,1509,1841007,2015/10/30,5.4,90,15000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
We Are Your Friends,3591417,2333,1767308,2015/08/28,5.7,96,2000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rock the Kasbah,3020664,2012,1470592,2015/10/23,4.6,100,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Truth,2541854,1122,66232,2015/10/30,6.1,30,9600000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My All-American,2246000,1565,1365000,2015/11/13,6.3,118,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jem and the Holograms,2184640,2417,1375320,2015/10/23,3.7,118,5000000,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
The Diary of a Teenage Girl,1477002,795,52334,2015/08/28,6.3,102,2000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The D Train,673151,1009,469000,2015/05/8,4.7,97,3000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rogue One: A Star Wars Story,532177324,4157,155081681,2016/12/16,6.9,133,200000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Finding Dory,486295561,4305,135060273,2016/06/17,6.6,103,200000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America: Civil War,408084349,4226,179139142,2016/05/6,6.8,147,250000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Secret Life of Pets,368384330,4381,104352905,2016/07/8,5.7,87,75000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book,364001123,4144,103261464,2016/04/15,4.6,111,175000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Deadpool,363070709,3856,132434639,2016/02/12,6.8,106,58000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zootopia,341268248,3959,75063401,2016/03/4,7.1,108,150000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Batman v Superman: Dawn of Justice,330360194,4256,166007347,2016/03/25,5.5,153,263000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Suicide Squad,325100054,4255,133682248,2016/08/5,4.7,123,175000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Moana,248757044,3875,56631401,2016/11/23,6.8,113,150000000,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Fantastic Beasts and Where to Find Them,234037575,4144,74403387,2016/11/18,6.2,133,180000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Doctor Strange,232641920,3882,85058311,2016/11/4,6.5,115,165000000,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Revenant,183637894,3711,474560,2016/01/8,5.8,114,135000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jason Bourne,162434410,4039,59215365,2016/07/29,5.9,123,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Trek Beyond,158848340,3928,59253211,2016/07/22,6.0,120,185000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
X-Men: Apocalypse,155442489,4153,65769562,2016/05/27,5.9,143,178000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
La La Land,151101803,3236,881104,2016/12/25,7.5,127,20000000,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Kung Fu Panda 3,143528619,3987,41282042,2016/01/29,6.0,95,140000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghostbusters,128350574,3963,46018755,2016/07/15,4.6,117,144000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Central Intelligence,127440871,3508,35535250,2016/06/17,5.0,114,50000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Tarzan,126643061,3591,38527856,2016/07/1,5.2,109,180000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sully,125070033,3955,35028301,2016/09/9,6.6,96,60000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bad Moms,113257297,3215,23817340,2016/07/29,4.9,101,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Angry Birds Movie,107509366,3932,38155177,2016/05/20,5.1,97,73000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Independence Day: Resurgence,103144286,4130,41039944,2016/06/24,4.2,119,165000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arrival,100546139,3115,24074047,2016/11/11,7.3,116,47000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Passengers,100014699,3478,14869736,2016/12/21,4.8,94,110000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Sausage Party,97685686,3135,34263534,2016/08/12,5.2,89,19000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Magnificent Seven,93432655,3696,34703397,2016/09/23,5.9,132,90000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ride Along 2,91221830,3192,35243095,2016/01/15,4.5,101,40000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Out of the Shadows,82051601,4071,35316382,2016/06/3,4.9,112,135000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Purge: Election Year,79213375,2821,31515110,2016/07/1,5.3,105,10000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Alice Through the Looking Glass,77041381,3763,26858726,2016/05/27,5.4,113,170000000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Storks,72679278,3922,21311407,2016/09/23,5.8,87,70000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10 Cloverfield Lane,72082998,3427,24727437,2016/03/11,6.4,103,15000000,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
Lights Out,67268835,2835,21688103,2016/07/22,5.2,81,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hacksaw Ridge,67209615,2971,15190758,2016/11/4,7.2,131,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Now You See Me 2,65075540,3232,22383146,2016/06/10,5.1,129,90000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
London Has Fallen,62524260,3492,21635601,2016/03/4,4.8,99,60000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miracles from Heaven,61705123,3155,14812393,2016/03/16,5.2,109,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Deepwater Horizon,61433527,3403,20223544,2016/09/30,6.0,107,156000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
My Big Fat Greek Wedding 2,59689605,3179,17861950,2016/03/25,4.6,94,18000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jack Reacher: Never Go Back,58697076,3780,22872490,2016/10/21,4.9,118,60000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fences,57682904,2368,129462,2016/12/25,6.3,139,24000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Me Before You,56245075,2762,18723269,2016/06/3,6.3,110,20000000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The BFG,55483770,3392,18775350,2016/07/1,6.6,87,140000000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neighbors 2: Sorority Rising,55455765,3416,21760405,2016/05/20,4.7,92,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shallows,55124043,2962,16800868,2016/06/24,5.3,87,13000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Office Christmas Party,54767494,3210,16890204,2016/12/9,4.5,105,45000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kubo and the Two Strings,48023088,3279,12608372,2016/08/19,7.2,101,55000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Manchester by the Sea,47695371,1213,256498,2016/12/16,7.1,135,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Warcraft,47365290,3406,24166110,2016/06/10,5.6,123,160000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
How to Be Single,46843513,3357,17878911,2016/02/12,4.8,110,37000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mike and Dave Need Wedding Dates,46009673,3008,16628170,2016/07/8,4.7,96,33000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War Dogs,43034523,3258,14685305,2016/08/19,6.3,114,50000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Almost Christmas,42158780,2379,15134235,2016/11/11,4.8,112,17000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Money Monster,41012075,3104,14788157,2016/05/13,5.7,100,27000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Allied,40098064,3160,12701743,2016/11/23,6.2,124,106000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
Risen,36880033,2915,11801271,2016/02/19,5.4,107,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Nice Guys,36261763,2865,11203270,2016/05/20,6.2,116,50000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boy,35819556,2671,10778392,2016/01/22,6.9,94,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Grandpa,35593113,2912,11111875,2016/01/22,4.2,102,11500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ouija: Origin of Evil,35144505,3168,14065500,2016/10/21,5.2,99,9000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The 5th Wave,34916787,2908,10326356,2016/01/22,4.0,112,38000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Inferno,34343574,3576,14860425,2016/10/28,5.1,121,75000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Gods of Egypt,31153464,3117,14123903,2016/02/26,4.1,127,140000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Collateral Beauty,31016021,3028,7102085,2016/12/16,5.9,94,36000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zoolander 2,28848693,3418,13841146,2016/02/12,4.0,102,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonlight,27854932,1564,402075,2016/11/18,6.8,111,1500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Florence Foster Jenkins,27383770,1528,6601313,2016/08/12,6.1,110,29000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hell or High Water,27007844,1505,621329,2016/08/26,7.2,102,12000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Ben-Hur,26410477,3084,11203815,2016/08/19,7.7,143,95000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Witch,25138705,2204,8800230,2016/02/19,6.2,92,3500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Whiskey Tango Foxtrot,23083334,2413,7450275,2016/03/4,5.6,112,35000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Snowden,21587519,2443,8000058,2016/09/16,6.4,134,50000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Mechanic: Resurrection,21218403,2258,7456525,2016/08/26,4.8,99,40000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Free State of Jones,20810036,2815,7572206,2016/06/24,6.4,139,50000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Keanu,20591853,2681,9453224,2016/04/29,5.0,98,15000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle School: The Worst Years of My Life,20007149,2822,6878437,2016/10/7,4.9,91,8500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nine Lives,19700032,2264,6249915,2016/08/5,4.3,87,30000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eye in the Sky,18704595,1089,113803,2016/04/1,6.2,90,13000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bad Santa 2,17782178,2945,6176680,2016/11/23,4.7,92,26000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masterminds,17368022,3042,6541205,2016/09/30,3.9,106,25000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Norm of the North,17062499,2411,6844137,2016/01/15,3.4,86,18000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie the Eagle,15789389,2044,6084682,2016/02/26,6.4,101,23000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Infiltrator,15436808,1601,5303775,2016/07/13,6.2,127,47500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Keeping Up with the Joneses,14904426,3022,5461475,2016/10/21,4.7,105,40000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room,14677654,862,118298,2016/01/22,7.7,118,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Edge of Seventeen,14431633,1945,4754215,2016/11/18,6.4,102,9000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Love & Friendship,14016568,826,133513,2016/06/3,5.2,93,3000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Carol,12711491,790,253510,2016/01/15,7.0,118,11800000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Triple 9,12639297,2205,6109085,2016/02/26,5.6,115,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Light Between Oceans,12545979,1500,4765838,2016/09/2,6.3,130,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades of Black,11686940,2075,5900528,2016/01/29,2.8,92,5000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Danish Girl,11114018,794,187318,2016/01/22,6.8,120,15000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Café Society,11103205,631,359289,2016/08/5,6.4,96,30000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pride and Prejudice and Zombies,10938134,2931,5324240,2016/02/5,4.5,108,28000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Nocturnal Animals,10663357,1262,492648,2016/12/9,7.1,115,22500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Popstar: Never Stop Never Stopping,9639125,2313,4698715,2016/06/3,5.9,86,20000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hardcore Henry,9252038,3015,5107604,2016/04/8,6.1,96,2000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Meet the Blacks,9097072,1015,4055940,2016/04/1,2.5,90,900000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Queen of Katwe,8874389,1259,304933,2016/09/30,6.6,124,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Shut In,6900335,2058,3613567,2016/11/11,3.9,91,10000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Brothers Grimsby,6874837,2235,3258327,2016/03/11,5.4,80,35000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Young Messiah,6490401,1769,3294876,2016/03/11,4.9,111,16800000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bleed for This,5083906,1549,2366810,2016/11/18,6.3,116,16000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Incarnate,4799774,1737,2534884,2016/12/2,4.5,86,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Hands of Stone,4712792,2011,1751388,2016/08/26,6.0,105,20000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swiss Army Man,4210454,636,105453,2016/07/1,6.3,95,3000000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Morgan,3915251,2020,2012709,2016/09/2,5.2,87,8000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Max Steel,3818664,2034,2182216,2016/10/14,3.4,92,10000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Miss Sloane,3500605,1648,59797,2016/12/9,7.0,132,18000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Room,3220371,777,87984,2016/05/13,6.1,94,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Disappointments Room,2423468,1554,1402823,2016/09/9,3.3,92,15000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jane Got a Gun,1513793,1210,835572,2016/01/29,5.4,98,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Neon Demon,1333124,783,589014,2016/06/24,5.6,117,7500000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Bronze,615816,1167,386328,2016/03/18,5.5,108,3500000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Beauty and the Beast,504014165,4210,174750616,2017/03/17,7.5,90,160000000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Wonder Woman,412563408,4165,103251471,2017/06/2,6.1,75,150000000,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Jumanji: Welcome to the Jungle,404515480,3849,36169328,2017/12/20,5.3,119,90000000,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: Homecoming,334201140,4348,117027503,2017/07/7,6.3,133,175000000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
It,327481748,4148,123403419,2017/09/8,7.6,138,35000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Thor: Ragnarok,315058289,4080,122744989,2017/11/3,6.5,130,180000000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Despicable Me 3,264624300,4535,72434025,2017/06/30,5.6,90,75000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Justice League,229024295,4051,93842239,2017/11/17,5.3,121,300000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Logan,226277068,4071,88411916,2017/03/3,6.9,135,127000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
The Fate of the Furious,226008385,4329,98786705,2017/04/14,5.6,136,250000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coco,210460015,3987,50802605,2017/11/22,8.0,109,175000000,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dunkirk,188045546,4014,50513488,2017/07/21,7.1,107,150000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Get Out,176040665,3143,33377060,2017/02/24,6.8,103,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Lego Batman Movie,175750384,4088,53003468,2017/02/10,6.4,104,80000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Boss Baby,175003033,3829,50198902,2017/03/31,5.6,97,125000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Greatest Showman,174340174,3342,8805843,2017/12/20,6.8,105,84000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Pirates of the Caribbean: Dead Men Tell No Tales,172558876,4276,62983253,2017/05/26,5.4,129,230000000,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidden Figures,169607287,3416,515499,2017/01/6,6.9,127,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kong: Skull Island,168052812,3846,61025472,2017/03/10,5.8,120,185000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cars 3,152901115,4256,53688680,2017/06/16,5.9,109,175000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
War for the Planet of the Apes,146880162,4100,56262929,2017/07/14,6.5,142,152000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Split,138291365,3373,40010975,2017/01/20,6.6,116,9000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Wonder,132422809,3519,27547866,2017/11/17,7.0,30,20000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Transformers: The Last Knight,130168683,4132,44680073,2017/06/21,4.3,149,217000000,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Girls Trip,115171585,2648,31201920,2017/07/21,4.6,122,28000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty Shades Darker,114581250,3714,46607250,2017/02/10,3.6,115,55000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Baby Driver,107825862,3226,20553320,2017/06/28,6.5,115,34000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pitch Perfect 3,104897530,3468,19928525,2017/12/22,4.7,93,45000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murder on the Orient Express,102826543,3354,28681472,2017/11/10,7.0,127,55000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Annabelle: Creation,102092201,3565,35006404,2017/08/11,5.5,109,15000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kingsman: The Golden Circle,100229647,4038,39023010,2017/09/22,6.1,141,104000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blade Runner 2049,92054159,4058,32753122,2017/10/6,7.0,163,185000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Emoji Movie,86089513,4075,24531923,2017/07/28,3.5,86,50000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Power Rangers,85364450,3693,40300288,2017/03/24,4.7,123,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ferdinand,84410380,3630,13401586,2017/12/15,6.0,106,111000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy,80227895,4035,31688375,2017/06/9,4.3,105,195000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alien: Covenant,74262031,3772,36160621,2017/05/19,5.6,123,97000000,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Captain Underpants: The First Epic Movie,73921000,3529,23851539,2017/06/2,5.1,89,38000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Bad Moms Christmas,72110659,3615,16759161,2017/11/1,4.2,104,28000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shape of Water,63859435,2341,166564,2017/12/22,6.5,119,19500000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
The Lego Ninjago Movie,59281555,4047,20433071,2017/09/22,5.3,101,70000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baywatch,58060186,3647,18503871,2017/05/25,4.1,116,60000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Shack,57386418,2888,16172119,2017/03/3,5.0,132,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Darkest Hour,56468410,1733,175006,2017/12/22,6.7,125,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Happy Death Day,55683845,3535,26039025,2017/10/13,5.5,96,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Lion,51738905,1802,123360,2017/01/6,7.3,120,12000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Atomic Blonde,51687870,3326,18286420,2017/07/28,5.9,115,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
American Made,51342000,3098,16776390,2017/09/29,6.4,114,50000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lady Bird,48958273,1557,364437,2017/11/24,6.6,94,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Snatched,45852178,3511,19542248,2017/05/12,4.2,91,42000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Wall,45540830,3328,18469620,2017/02/17,4.6,92,150000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
