id,movie_title,twitter_neg,twitter_pos,twitter_neu,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
316,Nightcrawler,20.0,61.0,1405.0,32381217,2766,10441000,2014/10/31,7.3,113,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
317,Get on Up,3.0,3.0,1479.0,30703100,2469,13585915,2014/08/1,6.3,138,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,3 Days to Kill,96.0,1.0,1375.0,30697999,2872,12242218,2014/02/21,4.9,117,28000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
319,Deliver Us from Evil,124.0,14.0,1349.0,30577122,3049,9740471,2014/07/2,6.4,100,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
320,When the Game Stands Tall,1.0,4.0,1471.0,30127963,2766,8381509,2014/08/22,5.5,111,15000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
321,Draft Day,4.0,36.0,1446.0,28842237,2781,9783603,2014/04/11,6.1,109,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,Oculus,69.0,31.0,1386.0,27695246,2648,12005402,2014/04/11,5.6,105,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
323,The Best of Me,4.0,227.0,1246.0,26766213,2936,10003827,2014/10/17,5.3,117,26000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
324,A Walk Among the Tombstones,1.0,8.0,1474.0,26307600,2714,12758780,2014/09/19,5.8,114,28000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
325,That Awkward Moment,29.0,10.0,1431.0,26068955,2809,8742109,2014/01/31,4.7,94,8000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Her,41.0,138.0,5745.0,25568251,1729,260382,2014/01/10,7.5,126,23000000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
327,Boyhood,5.0,47.0,1435.0,25352281,775,387618,2014/08/15,7.3,159,4000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
328,Top Five,4.0,66.0,1419.0,25317471,1426,6896593,2014/12/12,5.5,101,12000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,The November Man,0.0,3.0,1473.0,25018119,2776,7911597,2014/08/27,5.2,108,15000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330,Endless Love,19.0,567.0,891.0,23438250,2896,13307125,2014/02/14,4.8,116,20000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
331,Transcendence,9.0,35.0,1447.0,23022309,3455,10886386,2014/04/18,5.2,119,100000000,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
332,Brick Mansions,6.0,43.0,1438.0,20396829,2647,9516855,2014/04/25,4.5,90,28000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
333,The Legend of Hercules,3.0,13.0,1460.0,18848538,2104,8868318,2014/01/10,3.3,99,70000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334,Nebraska,7.0,25.0,1457.0,17654912,968,140401,2014/01/24,7.4,115,12000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
335,Addicted,16.0,24.0,1445.0,17390770,1037,7485346,2014/10/10,3.6,105,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
336,A Haunted House 2,189.0,43.0,1229.0,17329486,2310,8843875,2014/04/18,3.7,87,4000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,A Most Wanted Man,0.0,1.0,756.0,17237855,801,2687227,2014/08/1,6.2,121,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,Begin Again,0.0,36.0,1451.0,16170632,1302,134064,2014/07/11,6.8,104,8000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
339,Devil's Due,24.0,16.0,1448.0,15821461,2544,8308220,2014/01/17,3.4,89,7000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
340,And So It Goes,0.0,0.0,0.0,15160801,1816,4642329,2014/07/25,4.8,94,18000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
341,Beyond the Lights,0.0,24.0,1444.0,14618727,1789,6200284,2014/11/14,5.7,116,7000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
342,Sin City: A Dame to Kill For,163.0,2.0,1306.0,13757804,2894,6317683,2014/08/22,5.7,102,65000000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
343,Labor Day,4.0,48.0,1423.0,13371528,2584,5175282,2014/01/31,6.0,112,18000000,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
344,Inside Llewyn Davis,1.0,17.0,1466.0,13235319,729,405411,2014/01/10,6.7,105,11000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,The Drop,23.0,15.0,1438.0,10724389,1192,4104552,2014/09/12,6.4,106,12600000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
346,Sabotage,156.0,32.0,1294.0,10508518,2486,5272444,2014/03/28,6.7,76,35000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
347,Bad Words,100.0,41.0,1318.0,7779614,1074,113301,2014/03/28,5.6,86,10000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,The Railway Man,2.0,1.0,340.0,4438438,600,61845,2014/05/23,5.9,111,18000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
349,Wish I Was Here,7.0,67.0,1380.0,3591299,753,484401,2014/07/25,5.6,110,6000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
350,Before I Go to Sleep,2.0,2.0,1449.0,3242457,1902,1843347,2014/10/31,5.4,92,22000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
351,Tusk,12.0,26.0,1453.0,1826705,602,846831,2014/09/19,4.2,119,3000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
352,The Rover,1.0,17.0,1460.0,1114423,608,69302,2014/06/20,5.7,107,8500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
353,23 Blast,3.0,13.0,769.0,549185,617,337091,2014/10/24,5.2,98,1000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
354,Jurassic World,26.0,90.0,2853.0,652270625,4291,208806270,2015/06/12,5.8,124,215000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
355,Avengers: Age of Ultron,0.0,3.0,1471.0,459005868,4276,191271109,2015/05/1,6.3,141,365000000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
356,Furious 7,529.0,112.0,2332.0,353007020,4022,147187040,2015/04/3,5.8,137,190000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,American Sniper,12.0,74.0,1893.0,350126372,3885,633456,2015/01/16,6.4,132,58000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
358,Minions,29.0,27.0,1428.0,336045770,4311,115718405,2015/07/10,5.7,91,74000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,The Hunger Games: Mockingjay - Part 2,2.0,3.0,451.0,281723902,4175,102665981,2015/11/20,5.6,137,160000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
360,The Martian,5.0,47.0,1438.0,228433663,3854,54308575,2015/10/2,7.0,142,108000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
361,Cinderella,3.0,48.0,1439.0,201151353,3848,67877361,2015/03/13,4.4,112,95000000,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
362,Spectre,5.0,22.0,1463.0,200074609,3929,70403148,2015/11/6,6.0,148,300000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
363,Pitch Perfect 2,8.0,333.0,1136.0,184296230,3660,69216890,2015/05/15,5.3,115,29000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Ant-Man,8.0,101.0,1378.0,180202163,3868,57225526,2015/07/17,6.2,117,130000000,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
365,Home,14.0,88.0,5835.0,177397510,3801,52107731,2015/03/27,5.7,100,130000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
366,Hotel Transylvania 2,3.0,28.0,1439.0,169700110,3768,48464322,2015/09/25,5.7,83,80000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
367,Fifty Shades of Grey,2.0,2.0,1476.0,166167230,3655,85171450,2015/02/13,3.6,124,40000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
368,The SpongeBob Movie: Sponge Out of Water,0.0,0.0,1477.0,162994032,3680,55365012,2015/02/6,5.1,93,74000000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Straight Outta Compton,10.0,144.0,2777.0,161197785,3142,60200180,2015/08/14,7.0,147,28000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
370,San Andreas,4.0,25.0,1451.0,155190832,3812,54588173,2015/05/29,4.7,114,110000000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Mad Max: Fury Road,310.0,8.0,1150.0,153636354,3722,45428128,2015/05/15,7.1,120,150000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
372,The Divergent Series: Insurgent,0.0,4.0,1469.0,130179072,3875,52263680,2015/03/20,5.3,119,110000000,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
373,The Peanuts Movie,0.0,20.0,1465.0,130178411,3902,44213073,2015/11/6,6.2,93,99000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Kingsman: The Secret Service,0.0,7.0,1483.0,128261724,3282,36206331,2015/02/13,6.8,129,94000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
375,The Good Dinosaur,2.0,99.0,1384.0,123087120,3749,39155217,2015/11/25,6.2,100,187500000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Trainwreck,6.0,65.0,1422.0,110212700,3171,30097040,2015/07/17,5.1,125,35000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
377,Creed,15.0,52.0,1417.0,109767581,3502,29632823,2015/11/25,6.6,132,37000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
378,Tomorrowland,2.0,55.0,1439.0,93436322,3972,33028165,2015/05/22,5.6,130,170000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,Taken 3,23.0,48.0,1412.0,89256424,3594,39201657,2015/01/9,5.1,109,48000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
380,Alvin and the Chipmunks: The Road Chip,0.0,0.0,0.0,85886987,3705,14287159,2015/12/18,3.9,86,90000000,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
381,Maze Runner: The Scorch Trials,0.0,0.0,1463.0,81697192,3792,30316510,2015/09/18,5.2,131,61000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,Ted 2,15.0,70.0,1398.0,81476385,3448,33507870,2015/06/26,5.1,115,68000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
383,Goosebumps,4.0,36.0,1452.0,80080379,3618,23618556,2015/10/16,5.2,103,58000000,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
384,Pixels,7.0,30.0,1447.0,78747585,3723,24011616,2015/07/24,4.7,105,90000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
385,Paddington,4.0,54.0,1435.0,76271832,3355,18966676,2015/01/16,6.1,95,55000000,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,Bridge of Spies,0.0,19.0,1464.0,72313754,2873,15371203,2015/10/16,6.8,135,40000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
387,Paul Blart: Mall Cop 2,1.0,6.0,1461.0,71038190,3633,23762435,2015/04/17,3.4,94,38000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,The Big Short,1.0,19.0,1450.0,70259870,2529,705527,2015/12/23,6.8,123,28000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
389,War Room,41.0,37.0,1401.0,67790117,1945,11351389,2015/08/28,4.9,120,3000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
390,Magic Mike XXL,0.0,6.0,1471.0,66013057,3376,12857184,2015/07/1,4.2,115,14500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,The Visit,5.0,11.0,1469.0,65206105,3148,25427560,2015/09/11,5.9,94,5000000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
392,The Wedding Ringer,0.0,8.0,1468.0,64460211,3003,20649306,2015/01/16,5.3,98,23000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Black Mass,6.0,42.0,1437.0,62575678,3188,22635037,2015/09/18,6.1,122,53000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
394,Vacation,3.0,21.0,1462.0,58884188,3430,14681108,2015/07/29,5.4,103,31000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,The Perfect Guy,6.0,146.0,1321.0,57027435,2230,25888154,2015/09/11,4.3,100,18000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
396,The Hateful Eight,25.0,10.0,1442.0,54117416,2938,4610676,2015/12/30,7.3,167,62000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
397,Focus,7.0,17.0,1450.0,53862963,3323,18685137,2015/02/27,5.5,104,65000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
398,Southpaw,33.0,96.0,1360.0,52421953,2772,16701294,2015/07/24,6.5,124,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,Selma,4.0,40.0,1444.0,52076908,2235,571450,2015/01/9,6.6,123,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400,Poltergeist,44.0,29.0,1420.0,47425125,3242,22620386,2015/05/22,4.2,93,35000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
401,Jupiter Ascending,9.0,21.0,1460.0,47387723,3181,18372372,2015/02/6,4.4,127,179000000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
402,Sicario,14.0,55.0,1421.0,46889293,2620,401288,2015/10/2,6.9,121,30000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
403,The Man from U.N.C.L.E.,0.0,17.0,1460.0,45445109,3673,13421036,2015/08/14,6.4,116,75000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
404,Spotlight,1.0,15.0,1478.0,45055776,1227,295009,2015/11/25,7.3,121,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
405,The Gift,1.0,181.0,1306.0,43787265,2503,11854273,2015/08/7,5.7,106,10000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
406,Everest,8.0,32.0,1449.0,43482270,3009,7222035,2015/09/25,6.3,118,65000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
407,The Night Before,1.0,15.0,1448.0,43047372,2960,9880536,2015/11/20,5.2,101,25000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,Krampus,31.0,44.0,1417.0,42725475,2919,16293325,2015/12/4,4.9,98,15000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
409,Max,23.0,21.0,1445.0,42656255,2870,12155254,2015/06/26,7.1,120,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,The Age of Adaline,0.0,24.0,1452.0,42629776,3070,13203458,2015/04/24,6.0,112,30000000,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
411,Brooklyn,9.0,25.0,1447.0,38322743,962,187281,2015/11/27,6.6,111,11000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
412,The Longest Ride,0.0,13.0,1473.0,37446117,3371,13019686,2015/04/10,5.6,139,34000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
413,The Boy Next Door,1.0,5.0,1471.0,35423380,2615,14910105,2015/01/23,3.7,91,4000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
414,Pan,7.0,13.0,1464.0,35088320,3515,15315435,2015/10/9,7.3,112,150000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
415,Hot Pursuit,2.0,18.0,1462.0,34580201,3037,13942258,2015/05/8,4.9,93,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,Concussion,8.0,48.0,1434.0,34542474,2841,10513749,2015/12/25,5.3,93,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
417,The DUFF,5.0,42.0,1438.0,34030343,2622,10809149,2015/02/20,5.2,101,8500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
418,Woman in Gold,1.0,16.0,1403.0,33307793,2011,2091551,2015/04/10,6.3,107,11000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
419,The Second Best Exotic Marigold Hotel,1.0,31.0,1443.0,33078266,2022,8540370,2015/03/6,5.4,122,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,Unfriended,72.0,28.0,1384.0,32482090,2775,15845115,2015/04/17,4.8,82,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
421,Entourage,10.0,33.0,1447.0,32363404,3108,10283250,2015/06/3,6.0,104,30000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
422,Paper Towns,15.0,29.0,1443.0,32000304,3031,12650140,2015/07/24,5.3,109,12000000,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
423,Chappie,14.0,71.0,1401.0,31569268,3201,13346782,2015/03/6,5.8,120,49000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
424,Crimson Peak,4.0,20.0,1467.0,31090320,2991,13143310,2015/10/16,5.8,119,55000000,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
425,A Walk in the Woods,1.0,4.0,1476.0,29504281,2158,8246267,2015/09/2,5.5,98,8000000,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,Point Break,7.0,27.0,1445.0,28782481,2910,9800252,2015/12/25,4.5,113,100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
427,Sinister 2,557.0,29.0,896.0,27740955,2799,10542116,2015/08/21,4.3,97,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,The Last Witch Hunter,5.0,10.0,1465.0,27367660,3082,10812861,2015/10/23,4.6,106,80000000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
429,No Escape,57.0,63.0,1353.0,27288872,3415,8111264,2015/08/26,4.9,118,5000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
430,Ricki and the Flash,0.0,0.0,0.0,26822144,2064,6610961,2015/08/7,5.1,101,18000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
431,Run All Night,1.0,11.0,1465.0,26461644,3171,11012305,2015/03/13,5.9,114,50000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
432,Love the Coopers,2.0,140.0,1333.0,26302731,2603,8317545,2015/11/13,4.6,107,18000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,The Lazarus Effect,10.0,12.0,1463.0,25801570,2666,10203437,2015/02/27,3.9,83,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
434,Ex Machina,11.0,48.0,1431.0,25442958,2004,237264,2015/04/24,7.1,108,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
435,In the Heart of the Sea,1.0,1.0,1484.0,25020758,3103,11053366,2015/12/11,6.2,121,100000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
436,The Gallows,22.0,13.0,1446.0,22764410,2720,9808463,2015/07/10,3.7,81,100000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
437,Hitman: Agent 47,2.0,15.0,1451.0,22467450,3273,8326530,2015/08/21,4.5,96,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438,Project Almanac,8.0,84.0,1396.0,22348241,2900,8310252,2015/01/30,5.6,106,12000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,Black or White,0.0,0.0,0.0,21571189,1823,6213362,2015/01/30,5.3,121,9000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
440,Aloha,8.0,49.0,1433.0,21067116,2815,9670235,2015/05/29,4.3,105,37000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
441,Secret in Their Eyes,1.0,1.0,1487.0,20180155,2392,6652996,2015/11/20,5.3,111,20000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
442,Still Alice,2.0,32.0,1430.0,18754371,1318,197000,2015/02/20,6.8,101,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443,Paranormal Activity: The Ghost Dimension,9.0,1.0,1465.0,18300124,1656,8070493,2015/10/23,4.2,88,10000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
444,Steve Jobs,2.0,8.0,1472.0,17766658,2493,521522,2015/10/23,6.1,121,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,Dope,8.0,28.0,1449.0,17506470,2002,6100010,2015/06/19,6.2,103,7000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
446,Seventh Son,3.0,9.0,1464.0,17223265,2875,7217640,2015/02/6,4.3,102,95000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,The Transporter Refueled,1.0,6.0,1465.0,16029670,3434,7355622,2015/09/4,4.3,96,22000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
448,It Follows,7.0,28.0,1421.0,14674076,1655,160089,2015/03/27,6.3,100,2000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,American Ultra,9.0,86.0,1384.0,14440985,2778,5454284,2015/08/21,5.1,95,28000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Woodlawn,4.0,86.0,1390.0,14394097,1553,4002226,2015/10/16,5.1,123,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
451,Burnt,13.0,22.0,1449.0,13651946,3003,5002521,2015/10/30,5.2,100,20000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
452,Hot Tub Time Machine 2,2.0,19.0,1466.0,12314651,2901,5963324,2015/02/20,3.7,93,14000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
453,Self/less,7.0,29.0,1442.0,12279691,2353,5403460,2015/07/10,5.4,116,26000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
454,Far from the Madding Crowd,0.0,10.0,620.0,12236500,902,164985,2015/05/22,7.0,169,15495600,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
455,The 33,2.0,10.0,1470.0,12227722,2452,5787266,2015/11/13,5.8,127,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
456,Foxcatcher,11.0,47.0,1430.0,12096300,759,270877,2015/01/16,6.3,130,24000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,Unfinished Business,11.0,38.0,1430.0,10219501,2777,4772613,2015/03/6,6.4,95,35000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
458,The Walk,1.0,10.0,1476.0,10137502,2509,1560299,2015/10/9,6.3,116,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
459,Inherent Vice,6.0,23.0,1453.0,8110975,653,328184,2015/01/9,6.0,148,20000000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
460,Blackhat,8.0,22.0,1456.0,8005980,2568,3901815,2015/01/16,4.7,133,70000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,Trumbo,1.0,26.0,1328.0,7857741,660,74177,2015/11/27,7.2,96,15000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
462,Mortdecai,12.0,38.0,1433.0,7696134,2648,4200586,2015/01/23,4.2,106,60000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,While We're Young,1.0,23.0,1144.0,7587485,762,227688,2015/04/17,5.7,97,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
464,The Green Inferno,12.0,8.0,1445.0,7192291,1543,3520626,2015/09/25,4.9,103,1000000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
465,Our Brand Is Crisis,13.0,4.0,1449.0,7002261,2202,3238433,2015/10/30,6.8,87,28000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Me and Earl and the Dying Girl,0.0,0.0,0.0,6758416,870,196496,2015/07/3,7.1,105,8000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
467,Little Boy,7.0,32.0,1446.0,6485961,1045,2750356,2015/04/24,6.3,100,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
468,Victor Frankenstein,4.0,6.0,1463.0,5775076,2797,2469341,2015/11/25,4.7,109,40000000,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
469,A Most Violent Year,101.0,19.0,1355.0,5749134,818,172788,2015/01/30,6.6,124,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
470,Danny Collins,0.0,7.0,522.0,5637066,739,72459,2015/04/10,6.1,106,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
471,90 Minutes in Heaven,1.0,16.0,1110.0,4842699,899,2035273,2015/09/11,3.8,121,5000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
472,Scouts Guide to the Zombie Apocalypse,0.0,4.0,1263.0,3703046,1509,1841007,2015/10/30,5.4,90,15000000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,We Are Your Friends,3.0,93.0,1395.0,3591417,2333,1767308,2015/08/28,5.7,96,2000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
474,Rock the Kasbah,0.0,2.0,1273.0,3020664,2012,1470592,2015/10/23,4.6,100,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
