id,movie_title,twitter_neg,twitter_pos,twitter_neu,gross_total,max_theaters,opening_weekend_gross,release_date,score,running_time_min,production_budget,genre_action,genre_adventure,genre_animation,genre_comedy,genre_documentary,genre_drama,genre_fantasy,genre_film_noir,genre_horror,genre_kids,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_tv_series,genre_thriller,genre_war,genre_western
0,The Avengers,6.0,95.0,3843.0,623357910,4349,207438708,2012/05/4,3.0,89,225000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,The Dark Knight Rises,2.0,9.0,2951.0,448139099,4404,160887295,2012/07/20,7.5,164,230000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2,The Hunger Games,94.0,57.0,4261.0,408010692,4137,152535747,2012/03/23,6.2,143,80000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,Skyfall,4.0,61.0,1428.0,304360277,3526,88364714,2012/11/9,6.6,143,200000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,The Hobbit: An Unexpected Journey,0.0,3.0,1472.0,303003568,4100,84617303,2012/12/14,7.0,170,200000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,The Amazing Spider-Man,0.0,141.0,1337.0,262030663,4318,62004688,2012/07/3,5.8,136,220000000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6,Brave,8.0,156.0,1330.0,237283207,4164,66323594,2012/06/22,6.5,90,185000000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,Ted,49.0,135.0,2792.0,218815487,3303,54415205,2012/06/29,5.5,106,50000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,Madagascar 3: Europe's Most Wanted,0.0,5.0,1484.0,216391482,4263,60316738,2012/06/8,5.8,85,145000000,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9,Wreck-It Ralph,0.0,13.0,1475.0,189422889,3752,49038712,2012/11/2,6.9,101,165000000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10,Lincoln,10.0,21.0,1458.0,182207973,2293,944308,2012/11/16,6.3,149,65000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,Men in Black 3,1.0,3.0,1468.0,179020854,4248,54592779,2012/05/25,5.7,106,215000000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,Django Unchained,4.0,28.0,1454.0,162805434,3012,30122888,2012/12/25,7.9,165,100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,Snow White and the Huntsman,0.0,0.0,0.0,155332381,3777,56217700,2012/06/1,5.3,127,170000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,Les Misérables,2.0,55.0,1426.0,148809770,2927,27281735,2012/12/25,7.2,102,65000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
15,Hotel Transylvania,2.0,32.0,1457.0,148313048,3375,42522194,2012/09/28,6.0,91,85000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16,Taken 2,56.0,79.0,2819.0,139854287,3706,49514769,2012/10/5,5.4,91,45000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,21 Jump Street,2.0,15.0,1470.0,138447667,3148,36302612,2012/03/16,5.6,109,42000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Argo,19.0,63.0,1405.0,136025503,3247,19458109,2012/10/12,7.2,120,44500000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
19,Silver Linings Playbook,1.0,39.0,1448.0,132092958,2809,443003,2012/12/25,6.7,120,21000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20,Prometheus,11.0,26.0,1455.0,126477084,3442,51050101,2012/06/8,5.7,123,125000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,Life of Pi,0.0,3.0,1472.0,124987023,2946,22451514,2012/11/21,7.1,127,120000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22,Magic Mike,8.0,22.0,2889.0,113721571,3120,39127170,2012/06/29,5.1,110,7000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,The Bourne Legacy,0.0,3.0,1488.0,113203870,3753,38142825,2012/08/10,5.8,135,125000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Journey 2: The Mysterious Island,0.0,3.0,1480.0,103860290,3500,27335363,2012/02/10,4.3,94,79000000,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
25,Rise of the Guardians,0.0,4.0,1466.0,103412758,3672,23773465,2012/11/21,6.4,97,145000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,Flight,1.0,43.0,1449.0,93772375,2638,24900566,2012/11/2,6.6,138,31000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27,Think Like a Man,7.0,409.0,2515.0,91547205,2052,33636303,2012/04/20,5.1,123,12000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,The Campaign,6.0,19.0,1465.0,86907746,3302,26588460,2012/08/10,5.0,85,95000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,The Expendables 2,0.0,5.0,1474.0,85028192,3355,28591370,2012/08/17,5.9,102,100000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Wrath of the Titans,1.0,0.0,1475.0,83670083,3545,33457188,2012/03/30,4.6,99,150000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,Jack Reacher,4.0,29.0,1456.0,80070736,3352,15210156,2012/12/21,5.9,130,60000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,Dark Shadows,2.0,19.0,1464.0,79727149,3755,29685274,2012/05/11,5.3,113,150000000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
33,Parental Guidance,1.0,70.0,1411.0,77267296,3368,14554053,2012/12/25,6.1,52,25000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34,John Carter,0.0,17.0,1470.0,73078100,3749,30180188,2012/03/9,5.4,132,263700000,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
35,Act of Valor,1.0,4.0,1475.0,70012847,3053,24476632,2012/02/24,5.0,111,12000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
36,This Is 40,2.0,17.0,1464.0,67544505,2931,11579175,2012/12/21,5.4,134,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,Contraband,20.0,76.0,1391.0,66528000,2870,24349815,2012/01/13,6.8,92,25000000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
38,Looper,8.0,60.0,1423.0,66486205,2993,20801552,2012/09/28,6.6,118,30000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
39,Battleship,26.0,44.0,1414.0,65422625,3702,25534825,2012/05/18,4.5,131,220000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40,Pitch Perfect,11.0,349.0,1111.0,65001093,2787,5149433,2012/10/5,5.8,108,17000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Mirror Mirror,15.0,28.0,1438.0,64935167,3618,18132085,2012/03/30,7.6,45,85000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
42,Chronicle,23.0,65.0,1400.0,64575175,2908,22004098,2012/02/3,6.2,83,12000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
43,Hope Springs,0.0,65.0,1429.0,63536011,2441,14650121,2012/08/8,4.4,92,30000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,Underworld: Awakening,0.0,15.0,1473.0,62321039,3078,25306725,2012/01/20,5.1,85,70000000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
45,The Lucky One,2.0,155.0,1309.0,60457138,3175,22518358,2012/04/20,5.1,101,25000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
46,The Dictator,3.0,14.0,1464.0,59650222,3014,17435092,2012/05/16,5.4,83,65000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Total Recall,5.0,20.0,1456.0,58877969,3601,25577758,2012/08/3,5.2,118,125000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,American Reunion,1.0,34.0,1446.0,57011521,3203,21514080,2012/04/6,5.7,113,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ParaNorman,8.0,69.0,1415.0,56003051,3455,14087050,2012/08/17,6.3,89,60000000,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
50,This Means War,72.0,52.0,1369.0,54760791,3189,17405930,2012/02/17,4.9,98,65000000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
51,Project X,42.0,171.0,2746.0,54731865,3055,21051363,2012/03/2,5.6,97,12000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
52,The Woman in Black,1.0,2.0,1478.0,54333290,2856,20874072,2012/02/3,5.5,95,15000000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
53,Paranormal Activity 4,16.0,17.0,1944.0,53885000,3412,29003866,2012/10/19,4.1,88,5000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54,The Devil Inside,401.0,7.0,1984.0,53261944,2551,33732515,2012/01/6,3.7,83,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
55,The Odd Life of Timothy Green,3.0,8.0,1462.0,51854875,2717,10822903,2012/08/15,5.6,105,40000000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
56,Ghost Rider: Spirit of Vengeance,7.0,10.0,1468.0,51774002,3174,22115334,2012/02/17,3.3,95,57000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,The Grey,7.0,16.0,1464.0,51580236,3208,19665101,2012/01/27,5.5,117,25000000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,Red Tails,3.0,9.0,1460.0,49876377,2573,18782154,2012/01/20,5.4,125,58000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
59,The Possession,20.0,15.0,1457.0,49130154,2860,17732480,2012/08/31,4.8,92,14000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,Diary of a Wimpy Kid: Dog Days,0.0,6.0,1475.0,49008662,3401,14623599,2012/08/3,5.1,94,22000000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,Sinister,394.0,18.0,1073.0,48086903,2542,18007634,2012/10/12,5.9,110,3000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
62,Savages,278.0,46.0,1161.0,47382068,2635,16016910,2012/07/6,5.8,126,45000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
63,The Best Exotic Marigold Hotel,0.0,78.0,848.0,46412041,1298,737051,2012/05/25,6.2,124,10000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Moonrise Kingdom,1.0,57.0,1429.0,45512466,924,522996,2012/06/29,7.2,94,16000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
65,Here Comes the Boom,2.0,16.0,1454.0,45290318,3014,11816596,2012/10/12,4.9,105,42000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Red Dawn,4.0,31.0,1443.0,44806783,2781,14276668,2012/11/21,5.9,29,65000000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,The Artist,0.0,69.0,1412.0,44671682,1756,204878,2012/01/20,7.6,100,16000000,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
68,The Three Stooges,0.0,2.0,1482.0,44338224,3482,17010125,2012/04/13,3.9,92,30000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Resident Evil: Retribution,173.0,8.0,1300.0,42345531,3016,21052227,2012/09/14,4.0,95,65000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
70,The Cabin in the Woods,2.0,5.0,1463.0,42073277,2811,14743614,2012/04/13,6.1,105,30000000,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
71,What to Expect When You're Expecting,0.0,3.0,1475.0,41152203,3021,10547068,2012/05/18,4.5,110,37500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
72,End of Watch,0.0,2.0,1491.0,41003371,2780,13152683,2012/09/21,6.4,109,15000000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
73,Rock of Ages,1.0,11.0,1473.0,38518613,3470,14437269,2012/06/15,4.6,123,70000000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
74,Abraham Lincoln: Vampire Hunter,2.0,12.0,1455.0,37519139,3109,16306974,2012/06/22,4.2,105,67500000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
75,Lawless,17.0,82.0,1389.0,37400127,3138,10001982,2012/08/29,6.2,115,26000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
76,The Guilt Trip,10.0,13.0,1468.0,37134215,2431,5290629,2012/12/19,4.4,95,40000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,Trouble with the Curve,6.0,16.0,1460.0,35763137,3212,12162040,2012/09/21,6.1,111,60000000,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
78,The Watch,3.0,15.0,4446.0,35353000,3168,12750297,2012/07/27,4.5,98,55000000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
79,Frankenweenie,17.0,64.0,1398.0,35291068,3005,11412213,2012/10/5,6.7,87,39000000,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
80,Step Up Revolution,2.0,26.0,1455.0,35074677,2606,11731708,2012/07/27,5.2,99,33000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,House at the End of the Street,0.0,0.0,1464.0,31611916,3083,12287234,2012/09/21,4.3,101,6900000,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
82,The Pirates! Band of Misfits,0.0,6.0,1472.0,31051126,3358,11137734,2012/04/27,6.2,88,55000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Joyful Noise,3.0,214.0,1264.0,30932113,2735,11225190,2012/01/13,4.7,117,27500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,The Iron Lady,0.0,4.0,1486.0,30017992,1244,220409,2012/01/13,5.8,105,14000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,The Five-Year Engagement,0.0,95.0,1382.0,28835528,2941,10610060,2012/04/27,5.2,124,30000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
86,Cloud Atlas,3.0,12.0,1454.0,27108272,2023,9612247,2012/10/26,6.4,172,102000000,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
87,One for the Money,0.0,2.0,1483.0,26414527,2737,11515790,2012/01/27,3.9,106,42000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
88,Alex Cross,2.0,21.0,1462.0,25888412,2541,11396768,2012/10/19,4.3,101,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,Sparkle,7.0,232.0,1243.0,24397469,2244,11643342,2012/08/17,5.7,100,10000000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,Tinker Tailor Soldier Spy,1.0,4.0,1471.0,24149393,886,310562,2012/01/6,6.4,127,21000000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
91,Premium Rush,4.0,24.0,1455.0,20275446,2255,6030164,2012/08/24,5.3,87,35000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,Big Miracle,0.0,145.0,1346.0,20157300,2133,7760205,2012/02/3,5.2,107,40000000,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
93,Haywire,10.0,23.0,1452.0,18942396,2441,8425370,2012/01/20,4.8,93,23000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,Man on a Ledge,0.0,26.0,1446.0,18620000,2998,8001932,2012/01/27,5.6,102,42000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95,A Thousand Words,3.0,67.0,1404.0,18450127,1895,6176280,2012/03/9,4.5,91,40000000,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
96,Chernobyl Diaries,37.0,26.0,1417.0,18119640,2433,7955307,2012/05/25,4.2,82,1000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
97,The Perks of Being a Wallflower,0.0,8.0,1411.0,17742948,745,228359,2012/10/12,7.1,103,13000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,To Rome with Love,1.0,132.0,1337.0,16685867,806,361359,2012/07/6,5.8,102,21500000,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
99,The Master,4.0,5.0,1483.0,16377274,864,736311,2012/09/21,6.3,137,37500000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,The Raven,3.0,27.0,1435.0,16008272,2209,7289642,2012/04/27,7.4,92,26000000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
101,The Man with the Iron Fists,1.0,1.0,1480.0,15634090,1872,7910980,2012/11/2,4.5,92,15000000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,Killing Them Softly,91.0,5.0,1385.0,15026056,2424,6812900,2012/11/30,5.8,97,15000000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
103,Seven Psychopaths,1.0,21.0,1460.0,15024049,1480,4174915,2012/10/12,6.3,109,13500000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,Lockout,3.0,18.0,1460.0,14326864,2335,6231836,2012/04/13,4.6,95,20000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,Dredd,9.0,47.0,1431.0,13414714,2557,6278491,2012/09/21,6.0,95,45000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,Silent House,13.0,13.0,1452.0,12754783,2124,6661234,2012/03/9,4.8,85,2000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
107,Cirque du Soleil: Worlds Away,0.0,2.0,600.0,12512862,840,2162993,2012/12/21,6.6,91,25000000,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
108,People Like Us,6.0,51.0,1419.0,12434778,2055,4255423,2012/06/29,6.0,114,16000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Gone,66.0,83.0,5788.0,11682205,2186,4770360,2012/02/24,5.6,117,19000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,The Words,6.0,20.0,1457.0,11494838,2801,4750894,2012/09/7,6.1,96,6000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,Fun Size,8.0,249.0,1200.0,9409538,3016,4101017,2012/10/26,3.8,90,14000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Seeking a Friend for the End of the World,0.0,13.0,1472.0,7078738,1625,3822803,2012/06/22,6.0,101,10000000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
113,The Collection,3.0,10.0,1462.0,6842058,1403,3104269,2012/11/30,5.1,82,10000000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
114,Chasing Mavericks,0.0,18.0,1467.0,6002756,2030,2268274,2012/10/26,5.9,116,20000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
115,Won't Back Down,0.0,0.0,1482.0,5310554,2517,2603370,2012/09/28,5.5,121,19000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,The Apparition,18.0,17.0,1439.0,4936819,810,2841488,2012/08/24,3.4,82,17000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
117,The Hunger Games: Catching Fire,27.0,9.0,1446.0,424668047,4163,158074286,2013/11/22,6.5,146,130000000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
118,Iron Man 3,11.0,79.0,2888.0,409013994,4253,174144585,2013/05/3,6.1,130,200000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
119,Frozen,11.0,44.0,1429.0,400738009,3742,243390,2013/11/27,6.5,98,150000000,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
120,Despicable Me 2,1.0,18.0,1452.0,368065385,4003,83517315,2013/07/3,6.6,98,76000000,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
121,Man of Steel,4.0,28.0,2890.0,291045518,4207,116619362,2013/06/14,5.8,143,225000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
122,Gravity,6.0,38.0,1446.0,274092705,3820,55785112,2013/10/4,6.9,90,110000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
123,Monsters University,4.0,33.0,1447.0,268492764,4004,82429469,2013/06/21,6.5,96,200000000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,The Hobbit: The Desolation of Smaug,0.0,0.0,1491.0,258366855,3928,73645197,2013/12/13,6.7,160,250000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
125,Oz the Great and Powerful,0.0,0.0,0.0,234911825,3912,79110453,2013/03/8,5.3,127,200000000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
126,Star Trek Into Darkness,3.0,10.0,1469.0,228778661,3907,70165559,2013/05/16,6.8,132,190000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
127,Thor: The Dark World,0.0,5.0,1475.0,206362140,3841,85737841,2013/11/8,5.7,112,150000000,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,World War Z,359.0,28.0,1085.0,202359711,3607,66411834,2013/06/21,6.1,116,190000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
129,The Croods,1.0,21.0,1460.0,187168425,4065,43639736,2013/03/22,6.3,90,135000000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,The Heat,3.0,17.0,1465.0,159582188,3184,39115043,2013/06/28,5.2,117,43000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,American Hustle,2.0,32.0,1452.0,150117807,2629,740455,2013/12/20,6.3,138,40000000,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
132,The Conjuring,54.0,21.0,3391.0,137400141,3115,41855326,2013/07/19,6.8,112,20000000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
133,Identity Thief,195.0,36.0,1257.0,134506920,3230,34551025,2013/02/8,4.3,112,35000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Grown Ups 2,4.0,16.0,1449.0,133668525,3491,41508572,2013/07/12,4.1,101,80000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,The Wolverine,1.0,40.0,1447.0,132556852,3924,53113752,2013/07/26,5.3,126,115000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
136,Anchorman 2: The Legend Continues,0.0,2.0,1492.0,125168368,3507,26232425,2013/12/18,5.4,109,50000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,G.I. Joe: Retaliation,0.0,6.0,1480.0,122523060,3734,40501814,2013/03/28,4.6,110,140000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,Cloudy with a Chance of Meatballs 2,0.0,16.0,1463.0,119793567,4001,34017930,2013/09/27,5.6,91,78000000,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
139,Now You See Me,0.0,5.0,1456.0,117723989,3082,29350389,2013/05/31,6.0,124,75000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
140,The Wolf of Wall Street,0.0,0.0,1485.0,116900694,2557,18361578,2013/12/25,7.6,179,100000000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,Lee Daniels' The Butler,0.0,5.0,1479.0,116632095,3330,24637312,2013/08/16,6.6,132,30000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
142,Epic,12.0,29.0,1443.0,107518682,3894,33531068,2013/05/24,6.0,102,100000000,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,Captain Phillips,3.0,35.0,1444.0,107100855,3143,25718314,2013/10/11,7.0,135,55000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
144,Jackass Presents: Bad Grandpa,92.0,1.0,1394.0,102003019,3345,32055177,2013/10/25,5.9,92,15000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Pacific Rim,4.0,33.0,1455.0,101802906,3285,37285325,2013/07/12,6.0,131,190000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
146,This Is the End,0.0,7.0,1468.0,101470202,3055,20719162,2013/06/12,5.3,130,32000000,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
147,Olympus Has Fallen,64.0,53.0,1364.0,98925640,3106,30373794,2013/03/22,5.3,111,70000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,Zero Dark Thirty,2.0,6.0,1475.0,95720716,2946,417150,2013/01/11,6.8,157,52500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
149,42,18.0,52.0,1420.0,95020213,3405,27487144,2013/04/12,6.4,128,31000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,Elysium,13.0,61.0,1415.0,93050117,3284,29807393,2013/08/9,5.7,109,120000000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
151,The Lone Ranger,14.0,10.0,1425.0,89302115,3904,29210849,2013/07/3,5.5,86,225000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
152,Oblivion,12.0,60.0,1422.0,89107235,3792,37054485,2013/04/19,5.8,126,120000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
153,Saving Mr. Banks,0.0,37.0,1451.0,83301580,2671,413373,2013/12/20,6.7,125,35000000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
154,Turbo,10.0,36.0,1446.0,83028128,3809,21312625,2013/07/17,5.3,96,135000000,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
155,2 Guns,32.0,31.0,1419.0,75612460,3028,27059130,2013/08/2,5.8,109,61000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,White House Down,2.0,23.0,1461.0,73103784,3222,24852258,2013/06/28,5.2,131,150000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,Mama,94.0,64.0,2815.0,71628180,2781,28402310,2013/01/18,5.5,5,15000000,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
